country,central_bank,wikipedia_bank_url,source_type,source_label,role,governor_name,start_date,end_date,row_data
India,Reserve Bank of India,https://en.wikipedia.org/wiki/Reserve_Bank_of_India,wikitable,Board of Directors Governor & Other Positions | RBI Organizational Structure,Governor,Principal Chief General Managers Multiple,,,"{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Principal Chief General Managers Multiple'}"
India,Reserve Bank of India,https://en.wikipedia.org/wiki/Reserve_Bank_of_India,wikitable,Board of Directors Governor & Other Positions | RBI Organizational Structure,Governor,Chief General Managers Multiple,,,"{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Chief General Managers Multiple'}"
India,Reserve Bank of India,https://en.wikipedia.org/wiki/Reserve_Bank_of_India,wikitable,Board of Directors Governor & Other Positions | RBI Organizational Structure,Governor,General Managers Multiple,,,"{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'General Managers Multiple'}"
India,Reserve Bank of India,https://en.wikipedia.org/wiki/Reserve_Bank_of_India,wikitable,Board of Directors Governor & Other Positions | RBI Organizational Structure,Governor,Deputy General Managers Multiple,,,"{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Deputy General Managers Multiple'}"
India,Reserve Bank of India,https://en.wikipedia.org/wiki/Reserve_Bank_of_India,wikitable,Board of Directors Governor & Other Positions | RBI Organizational Structure,Governor,Assistant General Managers Multiple,,,"{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Assistant General Managers Multiple'}"
India,Reserve Bank of India,https://en.wikipedia.org/wiki/Reserve_Bank_of_India,wikitable,Board of Directors Governor & Other Positions | RBI Organizational Structure,Governor,Managers Multiple,,,"{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Managers Multiple'}"
India,Reserve Bank of India,https://en.wikipedia.org/wiki/Reserve_Bank_of_India,wikitable,Board of Directors Governor & Other Positions | RBI Organizational Structure,Governor,Assistant Managers Multiple,,,"{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Assistant Managers Multiple'}"
India,Reserve Bank of India,https://en.wikipedia.org/wiki/Reserve_Bank_of_India,wikitable,Board of Directors Governor & Other Positions | RBI Organizational Structure,Governor,Support Staff Multiple,,,"{'Board of Directors': 'M Nagaraju Revathy Iyer Sachin Chaturvedi Anand Gopal Mahindra Swaminathan J Venu Srinivasan Pankaj Ramanbhai Patel Ravindra H. Dholakia Satish Kashinath Marathe Swaminathan Gurumurthy', 'Governor & Other Positions': 'Support Staff Multiple'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Sjafruddin Prawiranegara,1953,1958,"{'Name': 'Sjafruddin Prawiranegara', 'Period': '1953–1958'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Lukman Hakim,1958,1959,"{'Name': 'Lukman Hakim', 'Period': '1958–1959'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Soetikno Slamet,1959,1960,"{'Name': 'Soetikno Slamet', 'Period': '1959–1960'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Soemarno,1960,1963,"{'Name': 'Soemarno', 'Period': '1960–1963'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Jusuf Muda Dalam,1963,1966,"{'Name': 'Jusuf Muda Dalam', 'Period': '1963–1966'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Radius Prawiro,1966,1973,"{'Name': 'Radius Prawiro', 'Period': '1966–1973'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Rachmat Saleh,1973,1983,"{'Name': 'Rachmat Saleh', 'Period': '1973–1983'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Arifin Siregar,1983,1988,"{'Name': 'Arifin Siregar', 'Period': '1983–1988'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Adrianus Mooy,1988,1993,"{'Name': 'Adrianus Mooy', 'Period': '1988–1993'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,J. Soedradjad Djiwandono,1993,1998,"{'Name': 'J. Soedradjad Djiwandono', 'Period': '1993–1998'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Syahril Sabirin,1998,2003,"{'Name': 'Syahril Sabirin', 'Period': '1998–2003'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Burhanuddin Abdullah,2003,2008,"{'Name': 'Burhanuddin Abdullah', 'Period': '2003–2008'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Boediono,2008,2009,"{'Name': 'Boediono', 'Period': '2008–2009'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Miranda Goeltom (acting),2009,,"{'Name': 'Miranda Goeltom (acting)', 'Period': '2009'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Darmin Nasution,2009,2010 (acting) 2010–2013,"{'Name': 'Darmin Nasution', 'Period': '2009–2010 (acting) 2010–2013'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Agus Martowardojo,2013,2018,"{'Name': 'Agus Martowardojo', 'Period': '2013–2018'}"
Indonesia,Bank Indonesia,https://en.wikipedia.org/wiki/Bank_Indonesia,wikitable,Name Period | List of governors,Governor,Perry Warjiyo,2018,present,"{'Name': 'Perry Warjiyo', 'Period': '2018–present'}"
Iran,Central Bank of the Islamic Republic of Iran,https://en.wikipedia.org/wiki/Central_Bank_of_the_Islamic_Republic_of_Iran,infobox,Governor,Governor,Abdolnaser Hemmati,,,{'Governor': 'Abdolnaser Hemmati'}
Iraq,Central Bank of Iraq,https://en.wikipedia.org/wiki/Central_Bank_of_Iraq,infobox,Governor,Governor,Ali Muhsin al-Alaq,,,{'Governor': 'Ali Muhsin al-Alaq [ ar ]'}
Ireland,European Central Bank ( Central Bank of Ireland ),https://en.wikipedia.org/wiki/European_Central_Bank,infobox,Key people,,Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist),,,{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Israel,Bank of Israel,https://en.wikipedia.org/wiki/Bank_of_Israel,infobox,Governor,Governor,Amir Yaron (2018-present),,,{'Governor': 'Amir Yaron (2018-present)'}
Italy,European Central Bank ( Bank of Italy ),https://en.wikipedia.org/wiki/European_Central_Bank,infobox,Key people,,Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist),,,{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Jamaica,Bank of Jamaica,https://en.wikipedia.org/wiki/Bank_of_Jamaica,infobox,Governor,Governor,"Richard Byles (effective August 19, 2019)",,,"{'Governor': 'Richard Byles (effective August 19, 2019)'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Yoshihara Shigetoshi,6 October 1882,19 December 1887,"{'#': '1', 'Governor': 'Yoshihara Shigetoshi', 'Took office': '6 October 1882', 'Left office': '19 December 1887', 'Previous jobs': 'bureaucrat, diplomat', 'Alma mater': 'Yale University'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Tomita Tetsunosuke,21 February 1888,3 September 1889,"{'#': '2', 'Governor': 'Tomita Tetsunosuke', 'Took office': '21 February 1888', 'Left office': '3 September 1889', 'Previous jobs': 'bureaucrat, diplomat', 'Alma mater': 'Whitney Business College, Newark'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Kawada Koichiro,3 September 1889,7 November 1896,"{'#': '3', 'Governor': 'Kawada Koichiro', 'Took office': '3 September 1889', 'Left office': '7 November 1896', 'Previous jobs': 'Senior member of Mitsubishi'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Iwasaki Yanosuke,11 November 1896,20 October 1898,"{'#': '4', 'Governor': 'Iwasaki Yanosuke', 'Took office': '11 November 1896', 'Left office': '20 October 1898', 'Previous jobs': 'Head of Mitsubishi', 'Alma mater': ""Edward Hall's Family School for Boys""}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Tatsuo Yamamoto,20 October 1898,19 October 1903,"{'#': '5', 'Governor': 'Tatsuo Yamamoto', 'Took office': '20 October 1898', 'Left office': '19 October 1903', 'Previous jobs': 'central banker', 'Alma mater': 'Mitsubishi School of Commerce'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Shigeyoshi Matsuo,20 October 1903,1 June 1911,"{'#': '6', 'Governor': 'Shigeyoshi Matsuo', 'Took office': '20 October 1903', 'Left office': '1 June 1911', 'Previous jobs': 'bureaucrat'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Korekiyo Takahashi,1 June 1911,20 February 1913,"{'#': '7', 'Governor': 'Korekiyo Takahashi', 'Took office': '1 June 1911', 'Left office': '20 February 1913', 'Previous jobs': 'bureaucrat', 'Alma mater': 'Meiji Gakuin'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Yatarō Mishima,28 February 1913,7 March 1919,"{'#': '8', 'Governor': 'Yatarō Mishima', 'Took office': '28 February 1913', 'Left office': '7 March 1919[46]', 'Previous jobs': 'banker', 'Alma mater': 'University of Massachusetts Amherst'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Junnosuke Inoue (First),13 March 1919,2 September 1923,"{'#': '9', 'Governor': 'Junnosuke Inoue (First)', 'Took office': '13 March 1919', 'Left office': '2 September 1923', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Otohiko Ichiki,5 September 1923,10 May 1927,"{'#': '10', 'Governor': 'Otohiko Ichiki', 'Took office': '5 September 1923', 'Left office': '10 May 1927', 'Previous jobs': 'bureaucrat (Ministry of Finance)', 'Alma mater': 'University of Tokyo'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Junnosuke Inoue (Second),10 May 1927,12 June 1928,"{'#': '11', 'Governor': 'Junnosuke Inoue (Second)', 'Took office': '10 May 1927', 'Left office': '12 June 1928'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Hisaakira Hijikata,12 June 1928,4 June 1935,"{'#': '12', 'Governor': 'Hisaakira Hijikata', 'Took office': '12 June 1928', 'Left office': '4 June 1935', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Eigo Fukai,4 June 1935,9 February 1937,"{'#': '13', 'Governor': 'Eigo Fukai', 'Took office': '4 June 1935', 'Left office': '9 February 1937', 'Previous jobs': 'businessman central banker', 'Alma mater': 'Doshisha'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Seihin Ikeda,9 February 1937,27 July 1937,"{'#': '14', 'Governor': 'Seihin Ikeda', 'Took office': '9 February 1937', 'Left office': '27 July 1937', 'Previous jobs': 'Head of Mitsui', 'Alma mater': 'Keio Gijuku Harvard University'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Toyotaro Yuki,27 July 1937,18 March 1944,"{'#': '15', 'Governor': 'Toyotaro Yuki', 'Took office': '27 July 1937', 'Left office': '18 March 1944', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Keizo Shibusawa,18 March 1944,9 October 1945,"{'#': '16', 'Governor': 'Keizo Shibusawa', 'Took office': '18 March 1944', 'Left office': '9 October 1945', 'Previous jobs': 'banker', 'Alma mater': 'University of Tokyo'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Eikichi Araki (First),9 October 1945,1 June 1946,"{'#': '17', 'Governor': 'Eikichi Araki (First)', 'Took office': '9 October 1945', 'Left office': '1 June 1946', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Hisato Ichimada,1 June 1946,10 December 1954,"{'#': '18', 'Governor': 'Hisato Ichimada', 'Took office': '1 June 1946', 'Left office': '10 December 1954', 'Previous jobs': 'bureaucrat (Ministry of Finance)', 'Alma mater': 'University of Tokyo'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Eikichi Araki (Second),11 December 1954,30 November 1956,"{'#': '19', 'Governor': 'Eikichi Araki (Second)', 'Took office': '11 December 1954', 'Left office': '30 November 1956'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Masamichi Yamagiwa,30 November 1956,17 December 1964,"{'#': '20', 'Governor': 'Masamichi Yamagiwa', 'Took office': '30 November 1956', 'Left office': '17 December 1964', 'Previous jobs': 'bureaucrat (Ministry of Finance)', 'Alma mater': 'University of Tokyo'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Makoto Usami,17 December 1964,16 December 1969,"{'#': '21', 'Governor': 'Makoto Usami', 'Took office': '17 December 1964', 'Left office': '16 December 1969', 'Previous jobs': 'banker (Mitsubishi bank)', 'Alma mater': 'Keio University'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Tadashi Sasaki,17 December 1969,16 December 1974,"{'#': '22', 'Governor': 'Tadashi Sasaki', 'Took office': '17 December 1969', 'Left office': '16 December 1974', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}"
Japan,Bank of Japan,https://en.wikipedia.org/wiki/Bank_of_Japan,wikitable,# Governor Took office Left office Previous jobs Alma mater | List of governors,Governor,Teiichiro Morinaga,17 December 1974,16 December 1979,"{'#': '23', 'Governor': 'Teiichiro Morinaga', 'Took office': '17 December 1974', 'Left office': '16 December 1979', 'Previous jobs': 'bureaucrat (Ministry of Finance)', 'Alma mater': 'University of Tokyo'}"
