country;central_bank;wikipedia_bank_url;source_type;source_label;row_kind;row_data;resolved_row_data
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Ahmed Zaki Saad', 'Took office': 'March 1956', 'Left office': 'July 1957'};{'Name': 'Ahmed Zaki Saad', 'Took office': 'March 1956', 'Left office': 'July 1957'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Abd El-Gelil El Emary', 'Took office': 'November 1957', 'Left office': 'March 1960'};{'Name': 'Abd El-Gelil El Emary', 'Took office': 'November 1957', 'Left office': 'March 1960'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Abd El-Hakim El Refaie', 'Took office': 'March 1960', 'Left office': 'March 1964'};{'Name': 'Abd El-Hakim El Refaie', 'Took office': 'March 1960', 'Left office': 'March 1964'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Ahmed Zendo', 'Took office': 'March 1964', 'Left office': 'February 1967'};{'Name': 'Ahmed Zendo', 'Took office': 'March 1964', 'Left office': 'February 1967'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Ahmed Nazmy', 'Took office': 'February 1967', 'Left office': 'January 1971'};{'Name': 'Ahmed Nazmy', 'Took office': 'February 1967', 'Left office': 'January 1971'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Ahmed Zendo', 'Took office': 'February 1971', 'Left office': 'March 1976'};{'Name': 'Ahmed Zendo', 'Took office': 'February 1971', 'Left office': 'March 1976'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Mohamed Abd El Fatah Ibrahim', 'Took office': 'March 1976', 'Left office': 'January 1982'};{'Name': 'Mohamed Abd El Fatah Ibrahim', 'Took office': 'March 1976', 'Left office': 'January 1982'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Mohamed Shalaby', 'Took office': 'February 1982', 'Left office': 'March 1985'};{'Name': 'Mohamed Shalaby', 'Took office': 'February 1982', 'Left office': 'March 1985'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Ali Negm', 'Took office': 'March 1985', 'Left office': 'November 1986'};{'Name': 'Ali Negm', 'Took office': 'March 1985', 'Left office': 'November 1986'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Mahmoud Hamed', 'Took office': 'November 1986', 'Left office': 'October 1993'};{'Name': 'Mahmoud Hamed', 'Took office': 'November 1986', 'Left office': 'October 1993'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Ismail Hassan Mohamed', 'Took office': 'October 1993', 'Left office': 'October 2001'};{'Name': 'Ismail Hassan Mohamed', 'Took office': 'October 1993', 'Left office': 'October 2001'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Mohamed Abul Eyoun', 'Took office': 'October 2001', 'Left office': 'November 2003'};{'Name': 'Mohamed Abul Eyoun', 'Took office': 'October 2001', 'Left office': 'November 2003'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Farouk El-Okdah', 'Took office': 'December 2003', 'Left office': 'February 2013'};{'Name': 'Farouk El-Okdah', 'Took office': 'December 2003', 'Left office': 'February 2013'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Hisham Ramez', 'Took office': 'February 2013', 'Left office': 'November 2015'};{'Name': 'Hisham Ramez', 'Took office': 'February 2013', 'Left office': 'November 2015'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Tarek Hassan Amer', 'Took office': 'November 2015', 'Left office': 'August 2022'};{'Name': 'Tarek Hassan Amer', 'Took office': 'November 2015', 'Left office': 'August 2022'}
Egypt;Central Bank of Egypt;https://en.wikipedia.org/wiki/Central_Bank_of_Egypt;wikitable;Name Took office Left office | List of governors;data;{'Name': 'Hassan Abdalla', 'Took office': 'August 2022', 'Left office': 'Present'};{'Name': 'Hassan Abdalla', 'Took office': 'August 2022', 'Left office': 'Present'}
El Salvador;Central Reserve Bank of El Salvador;https://en.wikipedia.org/wiki/Central_Reserve_Bank_of_El_Salvador;infobox;President;data;{'President': 'Douglas Rodríguez Fuentes'};{'President': 'Douglas Rodríguez Fuentes'}
Equatorial Guinea;Bank of Central African States;https://en.wikipedia.org/wiki/Bank_of_Central_African_States;infobox;Governor;data;{'Governor': 'Yvon Sana Bangui'};{'Governor': 'Yvon Sana Bangui'}
Eritrea;Bank of Eritrea;https://en.wikipedia.org/wiki/Bank_of_Eritrea;infobox;Governor;data;{'Governor': 'Kibreab Woldemariam'};{'Governor': 'Kibreab Woldemariam'}
Estonia;European Central Bank ( Bank of Estonia );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;data;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'};{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Eswatini;Central Bank of Eswatini;https://en.wikipedia.org/wiki/Central_Bank_of_Eswatini;infobox;Governor;data;{'Governor': 'Phil Mnisi'};{'Governor': 'Phil Mnisi'}
Ethiopia;National Bank of Ethiopia;https://en.wikipedia.org/wiki/National_Bank_of_Ethiopia;infobox;Governor;data;{'Governor': 'Eyob Tekalign'};{'Governor': 'Eyob Tekalign'}
Fiji;Reserve Bank of Fiji;https://en.wikipedia.org/wiki/Reserve_Bank_of_Fiji;infobox;Governor;data;{'Governor': 'Faizul Ariff Ali'};{'Governor': 'Faizul Ariff Ali'}
Finland;European Central Bank ( Bank of Finland );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;data;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'};{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
France;European Central Bank ( Bank of France );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;data;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'};{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Gabon;Bank of Central African States;https://en.wikipedia.org/wiki/Bank_of_Central_African_States;infobox;Governor;data;{'Governor': 'Yvon Sana Bangui'};{'Governor': 'Yvon Sana Bangui'}
The Gambia;Central Bank of The Gambia;https://en.wikipedia.org/wiki/Central_Bank_of_The_Gambia;infobox;Governor;data;{'Governor': 'Buah Saidy'};{'Governor': 'Buah Saidy'}
Germany;European Central Bank ( Deutsche Bundesbank );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;data;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'};{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Georgia;National Bank of Georgia;https://en.wikipedia.org/wiki/National_Bank_of_Georgia_(country);infobox;Governor;data;{'Governor': 'Natia Turnava'};{'Governor': 'Natia Turnava'}
Ghana;Bank of Ghana;https://en.wikipedia.org/wiki/Bank_of_Ghana;infobox;Governor;data;{'Governor': 'Dr. Johnson Pandit Asiama .'};{'Governor': 'Dr. Johnson Pandit Asiama .'}
Greece;European Central Bank ( Bank of Greece );https://en.wikipedia.org/wiki/European_Central_Bank;infobox;Key people;data;{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'};{'Key people': 'Christine Lagarde ( president ) Luis de Guindos ( vice president ) Philip R. Lane (chief economist)'}
Grenada;Eastern Caribbean Central Bank;https://en.wikipedia.org/wiki/Eastern_Caribbean_Central_Bank;infobox;Governor;data;{'Governor': 'Timothy Antoine'};{'Governor': 'Timothy Antoine'}
Guatemala;Bank of Guatemala;https://en.wikipedia.org/wiki/Bank_of_Guatemala;infobox;President of the Bank of Guatemala;data;{'President of the Bank of Guatemala': 'Alvaro González Ricci'};{'President of the Bank of Guatemala': 'Alvaro González Ricci'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Moussa Diakité', 'Took office': '1960', 'Left office': '1963'};{'Name': 'Moussa Diakité', 'Took office': '1960', 'Left office': '1963'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Ousmane Baldé', 'Took office': '1963', 'Left office': '1965'};{'Name': 'Ousmane Baldé', 'Took office': '1963', 'Left office': '1965'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Moussa Diakité', 'Took office': '1965', 'Left office': '1968'};{'Name': 'Moussa Diakité', 'Took office': '1965', 'Left office': '1968'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Balla Camara', 'Took office': '1969', 'Left office': '1970'};{'Name': 'Balla Camara', 'Took office': '1969', 'Left office': '1970'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Lamine Conde', 'Took office': '1970', 'Left office': '1981-?'};{'Name': 'Lamine Conde', 'Took office': '1970', 'Left office': '1981-?'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Kabiné Kaba', 'Took office': '1984', 'Left office': '?'};{'Name': 'Kabiné Kaba', 'Took office': '1984', 'Left office': '?'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Aboubacar Kagbè Touré', 'Took office': '?-1985', 'Left office': '1985-?'};{'Name': 'Aboubacar Kagbè Touré', 'Took office': '?-1985', 'Left office': '1985-?'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Kerfalla Yansané', 'Took office': '1986', 'Left office': '1996'};{'Name': 'Kerfalla Yansané', 'Took office': '1986', 'Left office': '1996'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Ibrahima Chérif Bah', 'Took office': '1996', 'Left office': '2004'};{'Name': 'Ibrahima Chérif Bah', 'Took office': '1996', 'Left office': '2004'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Alkaly Mohammed Daffé', 'Took office': '2004', 'Left office': '2007'};{'Name': 'Alkaly Mohammed Daffé', 'Took office': '2004', 'Left office': '2007'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Daouda Bangoura', 'Took office': '2007', 'Left office': '2009'};{'Name': 'Daouda Bangoura', 'Took office': '2007', 'Left office': '2009'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Alhassane Barry', 'Took office': '2009', 'Left office': '2010'};{'Name': 'Alhassane Barry', 'Took office': '2009', 'Left office': '2010'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Louncény Nabé', 'Took office': '2010', 'Left office': '2021'};{'Name': 'Louncény Nabé', 'Took office': '2010', 'Left office': '2021'}
Guinea;Central Bank of the Republic of Guinea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Guinea;wikitable;Name Took office Left office Notes | Governors;data;{'Name': 'Karamo Kaba', 'Took office': '2021'};{'Name': 'Karamo Kaba', 'Took office': '2021'}
Guinea-Bissau;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;data;{'Governor': 'Jean-Claude Brou'};{'Governor': 'Jean-Claude Brou'}
Guyana;Bank of Guyana;https://en.wikipedia.org/wiki/Bank_of_Guyana;infobox;Governor;data;{'Governor': 'Gobind Ganga'};{'Governor': 'Gobind Ganga'}
Haiti;Bank of the Republic of Haiti;https://en.wikipedia.org/wiki/Bank_of_the_Republic_of_Haiti;infobox;Governor;data;{'Governor': 'Ronald Gabriel'};{'Governor': 'Ronald Gabriel'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;data;{'Name': 'Roberto Ramírez Ordóñez', 'Took office': '1950', 'Left office': '1971'};{'Name': 'Roberto Ramírez Ordóñez', 'Took office': '1950', 'Left office': '1971'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;data;{'Name': 'Alberto Galeano', 'Took office': '1971', 'Left office': '1975'};{'Name': 'Alberto Galeano', 'Took office': '1971', 'Left office': '1975'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;data;{'Name': 'Guillermo Bueso', 'Took office': 'May 1975', 'Left office': 'July 1979'};{'Name': 'Guillermo Bueso', 'Took office': 'May 1975', 'Left office': 'July 1979'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;data;{'Name': 'Práxedes Martínez Silva', 'Took office': 'August 1979', 'Left office': 'February 1982'};{'Name': 'Práxedes Martínez Silva', 'Took office': 'August 1979', 'Left office': 'February 1982'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;data;{'Name': 'Gonzalo Carías', 'Took office': 'March 1982', 'Left office': 'January 1990'};{'Name': 'Gonzalo Carías', 'Took office': 'March 1982', 'Left office': 'January 1990'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;data;{'Name': 'Ricardo Maduro', 'Took office': 'February 1990', 'Left office': 'January 1994'};{'Name': 'Ricardo Maduro', 'Took office': 'February 1990', 'Left office': 'January 1994'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;data;{'Name': 'Hugo Noé Pino', 'Took office': 'February 1994', 'Left office': 'February 1998'};{'Name': 'Hugo Noé Pino', 'Took office': 'February 1994', 'Left office': 'February 1998'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;data;{'Name': 'Emin Barjum Mahomar', 'Took office': 'February 1998', 'Left office': 'June 1999'};{'Name': 'Emin Barjum Mahomar', 'Took office': 'February 1998', 'Left office': 'June 1999'}
Honduras;Central Bank of Honduras;https://en.wikipedia.org/wiki/Central_Bank_of_Honduras;wikitable;Name Took office Left office | Presidents;data;{'Name': 'Victoria Asfura de Díaz', 'Took office': 'June 1999', 'Left office': 'January 2002'};{'Name': 'Victoria Asfura de Díaz', 'Took office': 'June 1999', 'Left office': 'January 2002'}
