country;central_bank;wikipedia_bank_url;source_type;source_label;row_data
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '14', 'Governor': 'Seihin Ikeda', 'Took office': '9 February 1937', 'Left office': '27 July 1937', 'Previous jobs': 'Head of Mitsui', 'Alma mater': 'Keio Gijuku Harvard University'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '15', 'Governor': 'Toyotaro Yuki', 'Took office': '27 July 1937', 'Left office': '18 March 1944', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '16', 'Governor': 'Keizo Shibusawa', 'Took office': '18 March 1944', 'Left office': '9 October 1945', 'Previous jobs': 'banker', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '17', 'Governor': 'Eikichi Araki (First)', 'Took office': '9 October 1945', 'Left office': '1 June 1946', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '18', 'Governor': 'Hisato Ichimada', 'Took office': '1 June 1946', 'Left office': '10 December 1954', 'Previous jobs': 'bureaucrat (Ministry of Finance)', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '19', 'Governor': 'Eikichi Araki (Second)', 'Took office': '11 December 1954', 'Left office': '30 November 1956', 'Previous jobs': 'nan', 'Alma mater': 'nan'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '20', 'Governor': 'Masamichi Yamagiwa', 'Took office': '30 November 1956', 'Left office': '17 December 1964', 'Previous jobs': 'bureaucrat (Ministry of Finance)', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '21', 'Governor': 'Makoto Usami', 'Took office': '17 December 1964', 'Left office': '16 December 1969', 'Previous jobs': 'banker (Mitsubishi bank)', 'Alma mater': 'Keio University'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '22', 'Governor': 'Tadashi Sasaki', 'Took office': '17 December 1969', 'Left office': '16 December 1974', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '23', 'Governor': 'Teiichiro Morinaga', 'Took office': '17 December 1974', 'Left office': '16 December 1979', 'Previous jobs': 'bureaucrat (Ministry of Finance)', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '24', 'Governor': 'Haruo Maekawa', 'Took office': '17 December 1979', 'Left office': '16 December 1984', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '25', 'Governor': 'Satoshi Sumita', 'Took office': '17 December 1984', 'Left office': '16 December 1989', 'Previous jobs': 'bureaucrat (Ministry of Finance)', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '26', 'Governor': 'Yasushi Mieno', 'Took office': '17 December 1989', 'Left office': '16 December 1994', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '27', 'Governor': 'Yasuo Matsushita', 'Took office': '17 December 1994', 'Left office': '20 March 1998', 'Previous jobs': 'bureaucrat (Ministry of Finance)', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '28', 'Governor': 'Masaru Hayami', 'Took office': '20 March 1998', 'Left office': '19 March 2003', 'Previous jobs': 'central banker', 'Alma mater': 'Hitotsubashi University'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '29', 'Governor': 'Toshihiko Fukui', 'Took office': '20 March 2003', 'Left office': '19 March 2008', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '30', 'Governor': 'Masaaki Shirakawa', 'Took office': '9 April 2008', 'Left office': '19 March 2013', 'Previous jobs': 'central banker', 'Alma mater': 'University of Tokyo (B.A.) University of Chicago (M.A.)'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '31', 'Governor': 'Haruhiko Kuroda', 'Took office': '20 March 2013', 'Left office': '9 April 2023', 'Previous jobs': 'bureaucrat (Ministry of Finance) President of ADB', 'Alma mater': 'University of Tokyo (B.A.) University of Oxford (MPhil)'}
Japan;Bank of Japan;https://en.wikipedia.org/wiki/Bank_of_Japan;wikitable;# Governor Took office Left office Previous jobs Alma mater | List of governors;{'#': '32', 'Governor': 'Kazuo Ueda', 'Took office': '9 April 2023', 'Left office': 'Incumbent', 'Previous jobs': 'Economist at the University of Tokyo', 'Alma mater': 'University of Tokyo (B.S., B.A.) Massachusetts Institute of Technology (PhD)'}
Jordan;Central Bank of Jordan;https://en.wikipedia.org/wiki/Central_Bank_of_Jordan;infobox;Governor;{'Governor': 'Adel al-Sharkas'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Ghalym Bainasarov', 'Took office': '1992', 'Left office': '1993'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Daulet Sembaev', 'Took office': '1993', 'Left office': '1996'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Oraz Jandosov', 'Took office': '1996', 'Left office': '1998'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Kadyrzhan Damitov', 'Took office': '1998', 'Left office': '1999'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Grigori Marchenko', 'Took office': '1999', 'Left office': '2004'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Anvar Saidenov', 'Took office': '2004', 'Left office': '2009'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Grigori Marchenko', 'Took office': '2009', 'Left office': '2013'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Kairat Kelimbetov', 'Took office': '2013', 'Left office': '2015'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Daniyar Akishev', 'Took office': '2015', 'Left office': '2019'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Erbolat Dossaev', 'Took office': '2019', 'Left office': '2022'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Galymzhan Pirmatov', 'Took office': '2022', 'Left office': '2023'}
Kazakhstan;National Bank of Kazakhstan;https://en.wikipedia.org/wiki/National_Bank_of_Kazakhstan;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Timur Suleimenov', 'Took office': '2023', 'Left office': 'Incumbent'}
Kenya;Central Bank of Kenya;https://en.wikipedia.org/wiki/Central_Bank_of_Kenya;infobox;Governor;{'Governor': 'Kamau Thugge'}
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;{'Name': 'Kim Kyo-yong', 'Took office': '1953', 'Left office': '1956-?'}
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;{'Name': 'Chong Song-on', 'Took office': '1959', 'Left office': '1962-?'}
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;{'Name': 'Pyon Song-u', 'Took office': '1969', 'Left office': '1988'}
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;{'Name': 'Chong Song-taek', 'Took office': '1988', 'Left office': '2000', 'Notes': 'Jong Song-thaek, born 1930'}
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;{'Name': 'Kim Wan-su', 'Took office': '2000', 'Left office': '2009'}
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;{'Name': 'Ri Kwang-gon', 'Took office': '2009', 'Left office': '2010–?', 'Notes': 'nan'}
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;{'Name': 'Paek Ryong-chon', 'Took office': '2011', 'Left office': '2014', 'Notes': 'nan'}
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;{'Name': 'Kim Chon-gyun', 'Took office': '2014', 'Left office': '2021', 'Notes': 'nan'}
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;{'Name': 'Chae Song-hak', 'Took office': '2021', 'Left office': '2023'}
Korea, Democratic People's Republic of;Central Bank of the Democratic People's Republic of Korea;https://en.wikipedia.org/wiki/Central_Bank_of_the_Democratic_People%27s_Republic_of_Korea;wikitable;Name Took office Left office Notes | Presidents;{'Name': 'Paek Min Gwang', 'Took office': '2023', 'Left office': 'Incumbent'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '1', 'Governor': 'Koo Yong-suh', 'Start': '5 June 1950', 'End': '18 December 1951'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '2', 'Governor': 'Kim Yoo-taik', 'Start': '18 December 1951', 'End': '12 December 1956'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '3', 'Governor': 'Kim Chin-hyung', 'Start': '12 December 1956', 'End': '21 May 1960'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '4', 'Governor': 'Pai Eui-hwan', 'Start': '1 June 1960', 'End': '8 September 1960'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '5', 'Governor': 'Chun Ye-yong', 'Start': '8 September 1960', 'End': '30 May 1961'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '6', 'Governor': 'Yoo Chang-soon', 'Start': '30 May 1961', 'End': '26 May 1962'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '7', 'Governor': 'Min Pyong-do', 'Start': '26 May 1962', 'End': '3 June 1963'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '8', 'Governor': 'Rhi Jung-whan', 'Start': '3 June 1963', 'End': '26 December 1963'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '9', 'Governor': 'Kim Se-ryeon', 'Start': '26 December 1963', 'End': '25 December 1967'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '10', 'Governor': 'Suh Jin-soo', 'Start': '29 December 1967', 'End': '2 May 1970'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '11', 'Governor': 'Seonghwan Kim', 'Start': '2 May 1970', 'End': '1 May 1978'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '12', 'Governor': 'Shin Byong-hyun', 'Start': '2 May 1978', 'End': '5 July 1980'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '13', 'Governor': 'Kim Joon-sung', 'Start': '5 July 1980', 'End': '4 January 1982'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '14', 'Governor': 'Hah Yeung-ki', 'Start': '5 January 1982', 'End': '31 October 1983'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '15', 'Governor': 'Choi Chang-nak', 'Start': '31 October 1983', 'End': '7 January 1986'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '16', 'Governor': 'Park Sung-sang', 'Start': '13 January 1986', 'End': '26 March 1988'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '17', 'Governor': 'Kim Kun', 'Start': '26 March 1988', 'End': '25 March 1992'}
Korea, Republic of;Bank of Korea;https://en.wikipedia.org/wiki/Bank_of_Korea;wikitable;# Governor Start End | Governors of the Bank of Korea;{'#': '18', 'Governor': 'Cho Soon', 'Start': '26 March 1992', 'End': '14 March 1993'}
